UMPD Case Number,Date Occurred,Report Date,Crime Type,Disposition,LOCATION
2024-00033088,2024-02-17 14:30:00,2024-02-17 15:57:00,Theft,Investigation Pending,"78, Armory, Reckord Armory at 4490 Rossborough Ln"
2024-00033104,2024-02-16 17:30:00,2024-02-17 17:52:00,Theft,Arrest,"Prince Frederick, Prince Frederick Hall at 7030 Preinkert Dr"
2024-00033217,2024-02-17 21:31:00,2024-02-17 21:31:00,DWI/DUI,Arrest,Lot 2a
2024-00033348,2024-02-18 00:34:00,2024-02-18 00:34:00,Injured/Sick Person,CBE,7300 block of Baltimore Ave
2024-00033592,2024-02-17 20:30:00,2024-02-18 10:32:00,Theft,Investigation Pending,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2024-00033925,2024-02-18 19:45:00,2024-02-18 21:07:00,Theft,Investigation Pending,"78, Armory, Reckord Armory at 4490 Rossborough Ln"
2024-00034101,2024-02-19 01:39:00,2024-02-19 01:39:00,Emergency Petition,CBE,Dartmouth Ave
2024-00034229,2024-02-18 10:30:00,2024-02-19 08:07:00,Damaged Property,CBE,Lot 9b
2024-00034818,2024-02-19 22:00:00,2024-02-20 00:29:00,Other Incident,CBE,4200 block of Valley Dr
2024-00034968,2024-02-20 07:55:00,2024-02-20 07:55:00,Injured/Sick Person,CBE,4000 block of Stadium Dr
2024-00035017,2024-02-19 18:15:00,2024-02-20 10:22:00,Theft,Arrest,"School of Public Policy, Thurgood Marshall Hall at 7805 Regents Dr"
2024-00035018,2024-02-20 00:00:00,2024-02-20 10:39:00,Damage to State Property,CBE,7800 block of Regents Dr
2024-00035036,2023-04-01 12:30:00,2024-02-20 11:18:00,Sex Offense,CBE,"Leonardtown #249, Leonardtown  at 7563 Yale Ave"
2024-00035042,2024-02-20 00:00:00,2024-02-20 12:57:00,Vandalism,Investigation Pending,"48, Francis Scott Key, Francis Scott Key Hall, FS Key Hall, FSK at 4282 Chapel Ln"
2024-00035041,2024-02-20 00:01:00,2024-02-20 12:57:00,Vandalism,Investigation Pending,"26, South Campus Dining Hall at 7093 Preinkert Dr"
2024-00035163,2024-02-20 13:45:00,2024-02-20 18:01:00,Theft,Investigation Pending,"42, Tydings Hall at 7343 Preinkert Dr"
2024-00035223,2024-02-20 19:00:00,2024-02-20 20:33:00,Fraud,Arrest,7500 block of Yale Ave
2024-00035228,2024-02-20 19:40:00,2024-02-20 20:46:00,Fraud,Summons Issued,"98, Centreville, Centreville Hall at 4243 Valley Dr"
2024-00035349,2024-02-20 23:26:00,2024-02-20 23:26:00,DWI/DUI,Arrest,Paint Branch Dr
2024-00035467,2024-02-21 02:56:00,2024-02-21 02:56:00,DWI/DUI,Arrest,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr"
2024-00035591,2024-02-21 08:30:00,2024-02-21 09:19:00,Theft,Arrest,"16, Baltimore, Baltimore Hall at 7497 Calvert Service Ln"
2024-00035621,2024-02-20 16:00:00,2024-02-21 10:49:00,Theft,Arrest,"Prince Frederick, Prince Frederick Hall at 7030 Preinkert Dr"
2024-00035660,2024-02-21 12:01:00,2024-02-21 12:01:00,Injured/Sick Person,CBE,McKeldin Mall
2024-00035665,2024-02-21 14:03:00,2024-02-21 14:03:00,Assist Other Agency,CBE,Baltimore Ave
2024-00035773,2024-02-21 12:00:00,2024-02-21 18:32:00,Theft,Investigation Pending,"Edward St. John Learning and Teaching Center, ESJ at 4131 Campus Dr"
2024-00036158,2024-02-15 17:00:00,2024-02-22 11:19:00,Other Incident,CBE,"Litton, Police Services & Training Facility at 7147 51st Ave"
2024-00036159,2020-02-12 17:00:00,2024-02-22 11:19:00,Other Incident,CBE,"Litton, Police Services & Training Facility at 7147 51st Ave"
2024-00036165,2024-02-21 05:30:00,2024-02-22 11:25:00,Other Incident,CBE,"Commons 4, SCC 4, South Campus Commons 4 at 4310 Knox Rd"
2024-00036199,2024-02-22 12:15:00,2024-02-22 13:52:00,Theft,Investigation Pending,"73, H.J. Patterson Hall, HJ Patterson Hall at 4065 Campus Dr"
2024-00036251,2024-02-22 17:23:00,2024-02-22 17:23:00,Suspicious Person/Auto,CBE,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00036257,2024-02-22 17:34:00,2024-02-22 17:34:00,Emergency Petition,CBE,8100 block of Regents Dr
2024-00036305,2024-02-22 19:54:00,2024-02-22 19:54:00,Injured/Sick Person,CBE,7500 block of Regents Dr
2024-00036343,2024-02-22 21:47:00,2024-02-22 21:47:00,Vandalism,CBE,"Easton, Easton Hall at 3917 Denton Service Ln"
2024-00036361,2024-02-22 22:52:00,2024-02-22 22:52:00,Injured/Sick Person,CBE,"Cornerstone, Cornerstone Grill at 7325 Baltimore Ave"
2024-00036487,2024-02-23 01:26:00,2024-02-23 01:26:00,Alcohol Violation,Arrest,Knox Rd
2024-00036771,2024-02-07 13:30:00,2024-02-23 11:27:00,Other Incident,Unfounded,8100 block of La Plata Dr
2024-00036784,2024-02-22 01:30:00,2024-02-23 12:01:00,Theft,Arrest,8500 block of Boteler Ln
2024-00036795,2024-02-23 02:00:00,2024-02-23 12:58:00,Theft,Investigation Pending,"251 North, Denton Area Dining Hall at 3951 Denton Service Ln"
2024-00036805,2024-02-23 11:45:00,2024-02-23 13:39:00,Damage to State Property,CBE,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00036807,2024-02-23 14:09:00,2024-02-23 14:13:00,Injured/Sick Person,CBE,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2024-00036812,2024-02-23 13:25:00,2024-02-23 14:59:00,Theft,Investigation Pending,"35, McKeldin Library at 7649 Library Ln"
2024-00036855,2024-02-14 18:00:00,2024-02-23 17:56:00,Theft,Investigation Pending,4243 38.9925686035142;-76.9414474316283
2024-00037174,2024-02-24 02:07:00,2024-02-24 02:07:00,DWI/DUI,Arrest,Pot Bellys at 7422 Baltimore Ave
2024-00037306,2024-02-24 08:45:00,2024-02-24 08:45:00,Injured/Sick Person,CBE,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2024-00037308,2024-02-23 21:30:00,2024-02-24 09:16:00,Theft,Arrest,"23, Washington, Washington Hall at 4298 Lehigh Rd"
2024-00037325,2024-02-24 10:08:00,2024-02-24 10:08:00,DWI/DUI,Arrest,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00037347,2024-02-23 23:00:00,2024-02-24 15:06:00,Theft,Investigation Pending,"Prince Frederick, Prince Frederick Hall at 7030 Preinkert Dr"
2024-00037351,2024-02-23 18:30:00,2024-02-24 16:27:00,Theft,Investigation Pending,"24, Allegany, Allegany Hall at 4299 Lehigh Rd"
2024-00037448,2024-02-23 18:00:00,2024-02-24 20:15:00,Theft,Arrest,"65, Carroll, Carroll Hall at 7284 Preinkert Dr"
2024-00037738,2024-02-25 03:49:00,2024-02-25 03:49:00,Injured/Sick Person,CBE,"Leonardtown #245, Leonardtown  at 4689 Rossborough Ln"
2024-00037844,2024-02-25 11:10:00,2024-02-25 11:15:00,Injured/Sick Person,CBE,8100 block of Boteler Ln
2024-00037870,2024-02-21 14:00:00,2024-02-25 11:42:00,Fraud,Investigation Pending,8000 block of Hagerstown Dr
2024-00038267,2024-02-26 01:30:00,2024-02-26 03:58:00,Extortion,Investigation Pending,"Leonardtown #245, Leonardtown  at 4689 Rossborough Ln"
2024-00038497,2024-02-26 10:55:00,2024-02-26 10:55:00,Injured/Sick Person,CBE,"Football Team House, Gossett, Gossett Hall at 4068 Fieldhouse Dr"
2024-00038520,2024-02-26 11:00:00,2024-02-26 11:49:00,Suspicious Person/Auto,CBE,8200 block of Alumni Dr
2024-00038852,2024-02-26 15:15:00,2024-02-26 21:34:00,Theft,Arrest,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2024-00039290,2023-11-01 00:00:00,2024-02-27 13:47:00,Fraud,Unfounded,"25, Charles, Charles Hall at 4405 Lehigh Rd"
2024-00039289,2024-02-20 15:55:00,2024-02-27 13:59:00,Theft,Investigation Pending,4100 block of Campus Dr
2024-00039295,2024-02-27 11:10:00,2024-02-27 14:15:00,Theft,Investigation Pending,"Edward St. John Learning and Teaching Center, ESJ at 4131 Campus Dr"
2024-00039299,2024-02-27 15:22:00,2024-02-27 15:22:00,Emergency Petition,CBE,Health Center at 3983 Campus Dr
2024-00039309,2024-02-27 16:01:00,2024-02-27 16:01:00,Injured/Sick Person,CBE,Lot Y
2024-00039316,2024-02-27 12:25:00,2024-02-27 16:10:00,Fraud,Investigation Pending,Health Center at 3983 Campus Dr
2024-00039321,2024-02-27 15:45:00,2024-02-27 16:46:00,Assist Other Agency,CBE,8400 block of Baltimore Ave
2024-00039322,2024-02-27 17:18:00,2024-02-27 17:20:00,Injured Officer,CBE,7500 block of Baltimore Ave
2024-00039351,2024-02-23 15:00:00,2024-02-27 19:42:00,Theft,Investigation Pending,"14, Harford Hall at 7660 Regents Dr"
2024-00039363,2024-02-27 20:49:00,2024-02-27 20:49:00,Injured/Sick Person,CBE,4700 block of Berwyn House Rd
2024-00039548,2024-02-28 01:20:00,2024-02-28 01:20:00,Assist Other Agency,CBE,Visitor Center at the Hotel at the University of Maryland at 7777 Baltimore Ave
2024-00043386,2024-02-19 22:00:00,2024-02-28 09:04:00,Theft from Auto,Investigation Pending,Graduate Hills Apartment #291 at 3413 Tulane Dr
2024-00039686,2024-02-27 22:00:00,2024-02-28 09:04:00,Vandalism,Investigation Pending,Graduate Hills Apartment #291 at 3413 Tulane Dr
2024-00039704,2024-02-28 09:38:00,2024-02-28 09:38:00,Injured/Sick Person,CBE,"73, H.J. Patterson Hall, HJ Patterson Hall at 4065 Campus Dr"
2024-00039726,2024-02-27 10:00:00,2024-02-28 11:19:00,Theft,Investigation Pending,"63, Somerset, Somerset Hall at 7567 Preinkert Dr"
2024-00039744,2024-02-28 12:39:00,2024-02-28 12:39:00,Fire,CBE,University Blvd
2024-00039750,2024-02-28 08:00:00,2024-02-28 14:36:00,Damaged Property,CBE,Manokin Building at 5801 University Research Ct
2024-00039766,2024-02-28 15:15:00,2024-02-28 15:15:00,Emergency Petition,CBE,4200 block of Knox Rd
2024-00039821,2023-10-28 20:00:00,2024-02-28 16:32:00,Assist Other Agency,Active/Pending,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00039882,2024-02-28 19:45:00,2024-02-28 19:45:00,CDS Violation,CBE,3900 block of Denton Service Ln
2024-00040278,2024-02-29 01:57:00,2024-02-29 01:57:00,Warrant/Summons Service,Arrest,Baltimore Ave
2024-00040371,2024-02-29 06:30:00,2024-02-29 07:19:00,Injured/Sick Person,CBE,7200 block of Preinkert Dr
2024-00040461,2024-02-28 14:00:00,2024-02-29 09:35:00,Theft,Investigation Pending,"14, Harford Hall at 7660 Regents Dr"
2024-00040470,2024-02-29 10:31:00,2024-02-29 10:31:00,Found/Recovered Property,CBE,Hagerstown Hall at 8075 Hagerstown Dr
2024-00040479,2023-10-31 00:00:00,2024-02-29 11:46:00,Fraud,CBE,"School of Public Policy, Thurgood Marshall Hall at 7805 Regents Dr"
2024-00040547,2024-02-29 15:05:00,2024-02-29 15:05:00,Emergency Petition,CBE,4500 block of College Ave
2024-00040645,2024-02-11 15:30:00,2024-02-29 20:03:00,Harassment/Stalking,Active/Pending,"Oakland, Oakland Hall at 3912 Denton Service Ln"
2024-00040790,2024-02-29 23:48:00,2024-02-29 23:48:00,CDS Violation,CBE,"98, Centreville, Centreville Hall at 4243 Valley Dr"
2024-00040810,2024-02-29 22:00:00,2024-03-01 00:18:00,Hate Bias Incident,Investigation Pending,"Pyon Chen, Pyon-Chen Hall at 8097 La Plata Dr"
2024-00040819,2024-03-01 01:15:00,2024-03-01 01:15:00,Injured/Sick Person,CBE,Yahentamitsi at 4136 Stadium Dr
2024-00040837,2024-03-01 01:58:00,2024-03-01 01:58:00,Injured/Sick Person,CBE,"Pyon Chen, Pyon-Chen Hall at 8097 La Plata Dr"
2024-00040984,2024-03-01 08:41:00,2024-03-01 08:41:00,Damage to State Property,CBE,"E. A. Fernandez Idea Factory, Idea Factory at 4462 Stadium Dr"
2024-00041101,2024-03-01 11:06:00,2024-03-01 11:06:00,Trespassing,Arrest,"35, McKeldin Library at 7649 Library Ln"
2024-00041397,2024-03-01 18:30:00,2024-03-01 19:38:00,Theft,Investigation Pending,"14, Harford Hall at 7660 Regents Dr"
2024-00041671,2024-03-02 00:09:00,2024-03-02 00:09:00,Injured/Sick Person,CBE,8000 block of Hagerstown Dr
2024-00041735,2024-03-02 01:29:00,2024-03-02 01:29:00,Injured/Sick Person,CBE,Baltimore Ave
2024-00041749,2024-03-02 01:43:00,2024-03-02 01:43:00,DWI/DUI,Arrest,Baltimore Ave
2024-00041767,2024-03-01 23:00:00,2024-03-02 02:12:00,Theft,Arrest,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr"
2024-00041931,2024-03-01 23:15:00,2024-03-02 11:12:00,Theft,Arrest,"4, Ritchie Coliseum at 7675 Baltimore Ave"
2024-00042277,2024-03-02 00:00:00,2024-03-02 20:25:00,Vandalism,Investigation Pending,"Ellicott, Ellicott Hall at 4052 Stadium Dr"
2024-00042530,2024-03-03 02:37:00,2024-03-03 02:37:00,Injured/Sick Person,CBE,8700 block of 37th Ave
2024-00042543,2024-03-03 03:55:00,2024-03-03 03:55:00,Assist Other Agency,CBE,4600 block of College Ave
2024-00042734,2024-03-03 10:52:00,2024-03-03 10:52:00,Recovered Stolen Motor Vehicle,Arrest,"Drazek Circle, UMGC at 346 Ehrensberger Dr"
2024-00042751,2024-03-03 12:25:00,2024-03-03 12:28:00,Fire,CBE,La Plata Hall at 8160 La Plata Dr
2024-00043006,2023-01-21 17:15:00,2024-03-03 20:38:00,Assist Other Agency,Active/Pending,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00043396,2024-03-04 08:54:00,2024-03-04 08:54:00,Title IX Incident Non Criminal,CBE,274 at 4320 Rowalt Dr
2024-00043435,2024-03-03 12:00:00,2024-03-04 10:06:00,Theft,Investigation Pending,"Alpha Delta Pi, Alpha Delta Pi Sorority at 4535 College Ave"
2024-00043504,2024-03-04 11:50:00,2024-03-04 11:54:00,Other Incident,CBE,278 at 4324 Rowalt Dr
2024-00043561,2024-03-03 22:30:00,2024-03-04 14:58:00,Theft,Investigation Pending,"35, McKeldin Library at 7649 Library Ln"
2024-00043670,2024-03-02 02:00:00,2024-03-04 18:19:00,Theft,Arrest,"69, Wicomico, Wicomico Hall at 7218 Preinkert Dr"
2024-00043750,2024-03-04 20:29:00,2024-03-04 20:29:00,Assist Fire Department,CBE,7300 block of Hopkins Ave
2024-00044305,2024-03-05 11:00:00,2024-03-05 11:53:00,Injured/Sick Person,CBE,"Nyumburu, Nyumburu Cultural Center at 4018 Campus Dr"
2024-00044310,2024-03-01 23:00:00,2024-03-05 12:53:00,Theft,Arrest,"61, Queen Anne, Queen Anne's Hall at 7645 Preinkert Dr"
2024-00044325,2024-03-05 14:22:00,2024-03-05 14:22:00,Trespassing,Arrest,"Hornbake, Hornbake Library at 4130 Campus Dr"
2024-00044328,2024-03-05 15:20:00,2024-03-05 15:24:00,Fire,CBE,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr"
2024-00044330,2024-03-05 16:21:00,2024-03-05 16:21:00,Emergency Petition,CBE,Health Center at 3983 Campus Dr
2024-00044375,2024-03-05 18:20:00,2024-03-05 18:38:00,CDS Violation,CBE,3900 block of Denton Service Ln
2024-00044433,2024-03-03 08:00:00,2024-03-05 21:28:00,Vandalism,Active/Pending,7600 block of Library Ln
2024-00044864,2024-03-06 04:14:00,2024-03-06 04:14:00,Trespassing,Arrest,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln"
2024-00044878,2024-03-06 04:15:00,2024-03-06 05:49:00,Suspicious Activity,Active/Pending,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln"
2024-00044949,2024-03-05 17:00:00,2024-03-06 09:22:00,Theft,Investigation Pending,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2024-00045029,2024-03-06 12:55:00,2024-03-06 12:55:00,Emergency Petition,CBE,8200 block of Boteler Ln
2024-00045058,2024-03-06 15:32:00,2024-03-06 15:32:00,Injured/Sick Person,CBE,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2024-00045069,2024-03-06 00:10:00,2024-03-06 16:00:00,Theft,Active/Pending,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln"
2024-00045067,2024-03-05 21:00:00,2024-03-06 16:03:00,Theft,Investigation Pending,"Easton, Easton Hall at 3917 Denton Service Ln"
2024-00045070,2024-03-06 16:25:00,2024-03-06 16:25:00,Emergency Petition,CBE,"iONQ, Paint Branch Building at 4505 Campus Dr"
2024-00045071,2024-03-05 21:45:00,2024-03-06 16:44:00,Theft,Investigation Pending,"Denton, Denton Hall at 3854 Stadium Dr"
2024-00045072,2024-03-06 16:48:00,2024-03-06 16:48:00,Suspicious Person/Auto,CBE,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr"
2024-00045074,2024-02-29 10:00:00,2024-03-06 17:45:00,Theft,Investigation Pending,"Denton, Denton Hall at 3854 Stadium Dr"
2024-00045105,2024-03-06 18:57:00,2024-03-06 18:57:00,Suspicious Person/Auto,CBE,"39, Van Munching, Van Munching Hall at 7699 Mowatt Ln"
2024-00045106,2024-03-06 19:03:00,2024-03-06 19:03:00,Trespassing,Arrest,"88, Martin Hall at 4298 Campus Dr"
2024-00045107,2024-03-06 19:35:00,2024-03-06 19:35:00,Emergency Petition,CBE,4200 block of Lehigh Rd
2024-00045150,2024-03-06 15:15:00,2024-03-06 19:49:00,Theft,Arrest,"Chestertown, Chestertown Hall at 4201 Valley Dr"
2024-00045108,2024-03-06 19:49:00,2024-03-06 19:49:00,Theft,Arrest,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr"
2024-00045145,2024-03-02 23:05:00,2024-03-06 23:37:00,Vandalism,Investigation Pending,Cumberland Hall at 4250 Farm Dr
2024-00045191,2024-03-07 01:58:00,2024-03-07 02:17:00,Assist Other Agency,CBE,4500 block of College Ave
2024-00045477,2024-03-06 11:00:00,2024-03-07 10:18:00,Other Incident,CBE,4300 block of Stadium Dr
2024-00045478,2024-03-06 15:30:00,2024-03-07 10:27:00,Theft,CBE,8100 block of Paint Branch Dr
2024-00045548,2024-02-29 17:30:00,2024-03-07 16:34:00,Lost Property,CBE,4100 block of Campus Dr
2024-00045560,2024-03-07 12:00:00,2024-03-07 18:29:00,Extortion,Investigation Pending,"91, Chemistry, Chemistry Building at 8051 Regents Dr"
2024-00046106,2024-03-08 09:27:00,2024-03-08 09:27:00,Assist Other Agency,CBE,Berwyn Rd
2024-00046107,2024-03-07 21:00:00,2024-03-08 09:35:00,Theft from Auto,Investigation Pending,Graduate Hills Apartment #287 at 3410 Tulane Dr
2024-00046109,2024-03-07 17:00:00,2024-03-08 09:41:00,Theft,Investigation Pending,4100 block of Campus Dr
2024-00046345,2024-03-08 17:14:00,2024-03-08 18:14:00,Injured/Sick Person,CBE,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2024-00046375,2024-03-08 14:00:00,2024-03-08 19:03:00,Theft,Investigation Pending,"39, Van Munching, Van Munching Hall at 7699 Mowatt Ln"
2024-00046619,2024-03-09 01:45:00,2024-03-09 01:45:00,Assist Other Agency,CBE,4800 block of College Ave
2024-00046620,2024-03-09 02:03:00,2024-03-09 02:03:00,Assist Other Agency,CBE,7300 block of Baltimore Ave
2024-00046621,2024-03-09 02:29:00,2024-03-09 02:29:00,Check on the  Welfare,CBE,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2024-00046881,2024-03-09 08:45:00,2024-03-09 09:15:00,Damage to State Property,CBE,"Lot HH, PG1, ULG, Union Lane Garage, Union Lane Parking Garage at 4170 Union Ln"
2024-00046888,2024-03-09 09:55:00,2024-03-09 09:58:00,Injured/Sick Person,CBE,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2024-00046896,2024-03-09 09:34:00,2024-03-09 10:30:00,Injured Officer,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2024-00046917,2024-03-08 21:00:00,2024-03-09 12:31:00,Theft from Auto,Unfounded,4600 block of Norwich Rd
2024-00046933,2024-03-09 13:50:00,2024-03-09 13:53:00,Assist Other Agency,CBE,4300 block of Hartwick Rd
2024-00046936,2024-03-09 14:25:00,2024-03-09 14:25:00,Injured/Sick Person,CBE,"Bio Psych, Biology-Psychology Building at 4094 Campus Dr"
2024-00046952,2024-03-09 15:29:00,2024-03-09 15:29:00,Injured/Sick Person,CBE,UMGC Hotel at 348 Ehrensberger Dr
2024-00046955,2024-03-09 15:49:00,2024-03-09 15:49:00,Injured/Sick Person,CBE,"79, Turner Hall, Visitor Center at 7736 Baltimore Ave"
2024-00046998,2024-03-09 17:48:00,2024-03-09 17:48:00,Hate Bias Incident,Active/Pending,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2024-00047053,2024-03-08 16:30:00,2024-03-09 19:13:00,Theft,Unfounded,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr"
2024-00047156,2024-03-09 21:45:00,2024-03-09 21:45:00,DWI/DUI,Arrest,Paint Branch Dr
2024-00047161,2024-03-09 21:55:00,2024-03-09 22:03:00,Injured/Sick Person,CBE,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2024-00047175,2024-03-09 20:40:00,2024-03-09 22:43:00,Theft,Investigation Pending,"Ellicott, Ellicott Hall at 4052 Stadium Dr"
2024-00047543,2024-03-06 15:30:00,2024-03-10 12:27:00,Injured/Sick Person,CBE,Paint Branch Dr
2024-00047726,2024-03-10 20:10:00,2024-03-10 20:10:00,Injured/Sick Person,Arrest,Health Center at 3983 Campus Dr
2024-00047835,2024-03-10 23:20:00,2024-03-10 23:34:00,Assist Other Agency,CBE,Hartwick Rd
2024-00047887,2024-03-11 00:26:00,2024-03-11 00:26:00,DWI/DUI,Arrest,University Blvd
2024-00047914,2024-03-11 01:20:00,2024-03-11 01:20:00,Trespassing,Active/Pending,"Pyon Chen, Pyon-Chen Hall at 8097 La Plata Dr"
2024-00047993,2024-03-11 01:00:00,2024-03-11 05:17:00,Sex Offense,CBE,3900 block of Denton Service Ln
2024-00048160,2024-03-10 20:00:00,2024-03-11 09:59:00,Hate Bias Incident,Unfounded,Johnson-Whittle Hall at 4118 Stadium Dr
2024-00048185,2024-03-11 11:28:00,2024-03-11 11:28:00,Emergency Petition,CBE,Health Center at 3983 Campus Dr
2024-00048282,2024-03-11 15:28:00,2024-03-11 15:28:00,Emergency Petition,CBE,"37, Shoemaker, Shoemaker Building at 4281 Chapel Ln"
2024-00048283,2024-03-08 18:00:00,2024-03-11 15:46:00,Theft,Investigation Pending,University Courtyard #4 at 8400 Boteler Ln
2024-00048299,2024-03-05 14:00:00,2024-03-11 17:44:00,Theft,Investigation Pending,Allegany Alley
2024-00048319,2024-03-11 19:05:00,2024-03-11 19:05:00,Emergency Petition,CBE,"37, Shoemaker, Shoemaker Building at 4281 Chapel Ln"
2024-00048320,2024-03-11 19:08:00,2024-03-11 19:13:00,Injured/Sick Person,CBE,Farm Dr
2024-00048333,2024-03-11 19:59:00,2024-03-11 19:59:00,DWI/DUI,Arrest,Campus Dr
2024-00048344,2024-03-05 20:30:00,2024-03-11 20:53:00,Theft,Investigation Pending,Johnson-Whittle Hall at 4118 Stadium Dr
2024-00048381,2024-03-11 23:04:00,2024-03-11 23:04:00,Pornography/Obscene Material,Active/Pending,4200 block of Campus Dr
2024-00048585,2024-03-12 03:54:00,2024-03-12 03:54:00,Assist Other Agency,CBE,9000 block of Baltimore Ave
2024-00048597,2024-03-12 08:15:00,2024-03-12 08:29:00,Death Investigation,CBE,"Drazek Circle, UMGC at 346 Ehrensberger Dr"
2024-00048649,2024-03-04 09:00:00,2024-03-12 11:11:00,Vandalism,Investigation Pending,"PG3, SDG, Stadium Drive Parking Garage at 4025 Stadium Dr"
